monica|hey guys
rachel|hi
phoebe|hey
monica|we need to talk to you about something
chandler|yeah
chandler|we don't feel like we can host thanksgiving this year
phoebe|hey
ross|are you kidding
chandler|well it's just with uhm work and the stress of adoption we just don't feel like we have the energy
chandler|plus we don't think it's fair that every year the burden falls on us
ross|that doesn't sound like you
ross|that's monica talking
chandler|no no
chandler|we made this decision together
ross|she's putting words in your mouth
joey|don't you put words in people's mouths you put turkey in people's mouths
rachel|i can't believe this
rachel|this is emma's first thanksgiving
monica|no it's not
rachel|it's not
rachel|when was she born
phoebe|well personally i think it's great you're giving yourself a break
monica|thank you pheebs
phoebe|sure
phoebe|it's just as well
phoebe|i mean last year wasn't very good
phoebe|i think she's losing her touch
monica|what
monica|you are way off lady
phoebe|am i
phoebe|really
phoebe|am i
phoebe|well why don't you cook thanksgiving dinner and prove me wrong
phoebe|well think about it think about it you'll be trying to top than you did last year
phoebe|you'd be in competition
phoebe|with yourself
monica|that's my favourite kind
monica|okay we are doing this
chandler|don't let yourself get manipulated this way
monica|hey stay out of this chandler
monica|this is between me
monica|and me
chandler|we are supposed to make these decisions together
chandler|did you not watch the doctor phil i taped for you
chandler|opening credits
phoebe|hey
rachel|hi
rachel|happy thanksgiving
phoebe|oh yeah happy needless turkey murder day
monica|you guys i ordered some chocolate pies from that bakery on bleecker
monica|could you pick them up for me
phoebe|you're not making the pies yourself
monica|no no no i don't make chocolate pies
monica|when i was younger i i enter in this pie eating contest
monica|i ate so many that just the thought of them made me sick
rachel|did you at least win the contest
monica|2 minutes 12 pies and a part of one tin
monica|okay i see you guys at 4
rachel|can't wait
monica|this dinner is gonna be so great
monica|in your face last year me 
phoebe|hey rach
rachel|yeah
phoebe|what's emma doing today
rachel|well let's see
rachel|uh
rachel|i know that she has a meeting with her lawyer and then she has to make a very big poop
rachel|why
phoebe|well i wanna enter her in a baby beauty pageant
rachel|oh my god
rachel|that's the creepiest thing i've ever heard
phoebe|okay but well before you say no my friend susanne is entering her kid and compared to emma she's a real dog
rachel|oh
rachel|phoebe all babies are beautiful
phoebe|oh
phoebe|okay
rachel|phoebe just the idea of pitting one baby against another i mean you know and judging who's cuter just for a trophy
rachel|and a thousand dollars
rachel|is something i'm very interested in
rachel|oh please do not tell ross
rachel|he still believes that what's in the inside is important
phoebe|okay oh and emma needs a cowgirl outfit for the competition
rachel|where am i gonna get a cowgirl outfit on thanksgiving
phoebe|well i was thinking
rachel|oh take the clothes of joey's cabbage patch kid
phoebe|yeah
monica|did someone drop the baton again
chandler|why come all the way from kansas to do that
monica|i don't get older
monica|i just get better
chandler|you know what just occurred to me
chandler|this could be our last thanksgiving just the two of us
chandler|i mean we could be getting a baby soon
monica|you don't know that
chandler|somebody is gonna pick us
monica|yeah but we haven't heard a thing from the adoption agency and it has been weeks
chandler|i'm telling ya
chandler|it's gonna happen
chandler|next year it's gonna be you me and the little hemingway bing
chandler|what he's my favourite author
monica|name one of his books
chandler| the firm 
monica|ok let's see
monica|uhm okay the turkey is in the oven the stuffing is ready
chandler|you know you always cook this meal all by yourself
chandler|let me help this year
monica|oh chandler that's sweet
monica|but you don't have to do everything doctor phil tells you to do
chandler|i'm serious let me do something just not the turkey or the stuffing nothing high profile 
monica|ok let's see
monica|oh the cranberry sauce it is easy to make and no one really cares about it
chandler|tell me more
monica|okay i'm gonna go check on something across the hall
monica|you start by washing these not with soap
chandler|you obviously haven't tasted my palmolive potatoes
ross|hey
ross|hey guess what joey has
joey|three tickets to today's rangers game
ross|dude i wanted him to guess
joey|oh
chandler|oh my god
joey|yeah they're great seats too
ross|guess where they are
joey|center ice
ross|did i do something to you
chandler|hmm the game's at one
ross|so
chandler|dinner is at four we'll never gonna make it back
joey|so we'll leave before it's over we'll be back in time
chandler|you say that now but it could take us a long time to get back home
chandler|plus joey could get lost and and they could have to page us to go pick him up
joey|dude two times that happened
chandler|look monica has been working hard all day she didn't wanna host this thing in the first place we shouldn't go
ross|he's right man
joey|right i guess
joey|alright so see you at four
chandler|okay
chandler|and get ready to taste my very special cranberries
chandler|or should i say
chandler|chanberries
joey|that's some gentle comedy dude
ross|we're still going at the game right
joey|yeah
ross|yeah
other|this is contestant number sixteen rebecca
phoebe|hey
rachel|oh phoebe listen
rachel|well i think we gotta go
rachel|this place is really freaking me out
rachel|i've been watching this guy over there i don't think he came with a kid
phoebe|we can't leave now
phoebe|there was this one baby haley who was favourite to win and she got croup so she had to stay home
phoebe|this competition just blew wide open folks
rachel|phoebe i think
rachel|it's just too weird i just saw a one year old running around with pantyhose on
phoebe|oh i know we should have been more prepared
phoebe|it's okay
phoebe|now the way i see it our real competition now is cameron
phoebe|oh my god they just took her sweater off
phoebe|look at those arms
phoebe|hello michelin man
rachel|oh phoebe
rachel|come on
rachel|you know what it's already three o'clock and they haven't even gotten to emma's group yet
rachel|we gotta go we got dinner
phoebe|but emma's got what it takes she could go all the way
rachel|phoebe you have to calm down
phoebe|okay
phoebe|rachel the hottest babies in the tri state area are in this room right now
phoebe|i overheard one of the judges say that not one of them holds a candle to emma
rachel|really
phoebe|yeah
rachel|you heard them say that
phoebe|yeah
rachel|all right okay
rachel|alright let's give to these babies something to cry about
phoebe|good
phoebe|oh yay
phoebe|let's get down to business
phoebe|emma needs some makeup
rachel|no what
phoebe|well she's gonna look all washed out next to the other contestants
rachel|no phoebe i am not letting you put makeup on my baby
phoebe|why not
rachel|because i already did
joey|oh bob get off the guy
ross|oh
ross|what a game huh
joey|i know yeah
ross|i can't believe chandler is missing this
joey|yeah
joey|i am sorry he's not here too but i got to say i am really enjoying nacho chair
ross|yeah i'd probably enjoy it more if you didn't keep batting my hand away
joey|ohhhh
joey|these seats are great
ross|i know i know
ross|when i was here for holidays on ice i was sitting so far away michelle kwan couldn't read my banner
joey|wow hey we'd better get going
joey|if we don't leave right now we'll be late for dinner
ross|oh but it's a kind game
ross|so we're a little late you know the girls will be there let's stay just for one more goal
joey|i don't know
ross|one more fight
joey|okay
ross|okay
monica|where is everybody
monica|they're forty five minutes late
chandler|i can't believe they are not here
chandler|i slave and i slave for what
chandler|they've ruined cranberry day
joey|how late are we
ross|forty five minutes
joey|wow
ross|here
joey|okay
joey|rachel and phoebe are already there okay
joey|so they probably started without us
joey|we could just slip in and no one needs to know where we were
ross|you may want to lose the foam finger
joey|oh no no no no no
joey|you just want to put it on your hand
ross|hey
phoebe|oh
joey|you are not at thanksgiving
rachel|no
phoebe|no we're late
rachel|what are you doing here
ross|we're late too
joey|we figured we could be late because you guys were gonna be on time
phoebe|don't point that thing at me tribbiani
ross|so nobody's here
ross|monica's gonna kill us
joey|yeah where were you
ross|yeah yeah what's with the trophy
phoebe|uh we were at the spelling bee
rachel|and i won
ross|you won an adult thanksgiving day spelling bee
rachel|yes
rachel|y e s
rachel|yes
ross|let me see this
ross|grand supreme little darling new york division
rachel|yeah
rachel|that's me
ross|you entered emma into a beauty pageant
phoebe|and it looks like she put makeup on her
joey|wait a second wait a second where have i seen that cowgirl outfit before
ross|i can't believe this she's our daughter
ross|that you would treat her like some kind of showdog is inexcusable
rachel|she won a thousand dollars
ross|so this is an annual thing
joey|oh
joey|that's alicia mae emory's outfit
phoebe|you guys there are people in there who are not getting any happier
ross|yeah
ross|what are we gonna do
rachel|well i don't know you guys figure it out i got to put emma down for a nap
joey|all right
joey|hey rach while you're in there throw something on alicia mae
phoebe|alright what are we gonna say
ross|ooh we'll say that we were mugged
ross|you can't get mad at someone who's been mugged
phoebe|oh good that's good but you don't look like you were mugged
joey|no
joey|here
ross|hey
monica|do you hear something
chandler|they're out there
monica|ohhh
monica|let me see
monica|oh god i can't believe this
monica|they're an hour late and they're just staying out there talking
chandler|everything is so distorted
chandler|looks like joey has a giant hand
chandler|which says rangers on it
chandler|they went to the game
monica|oooh
monica|they are in for a world of pain
